Media Url,Item Identifier
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0040.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0041.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0042.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0043.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0044.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0045.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0046.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0047.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0048.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0049.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0050.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0051.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0052.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0053.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0054.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0055.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0056.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0057.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0058.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0059.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0060.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0061.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0062.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0063.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0064.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0065.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0066.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0067.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0068.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0069.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0070.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0071.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0072.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0073.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0074.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0075.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0076.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0077.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0078.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0079.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0080.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0081.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0082.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0083.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0084.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0085.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0086.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0087.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0088.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0089.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0090.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0091.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0092.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0093.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0094.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0095.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0096.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0097.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0098.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0099.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0100.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0101.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0102.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0103.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0104.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0105.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0106.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0107.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0108.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0109.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0110.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0111.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0112.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0113.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0114.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0115.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0116.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0117.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0118.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0119.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0120.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0121.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0122.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0123.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0124.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0125.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0126.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0127.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0128.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0129.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0130.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0131.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0132.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0133.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0134.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0135.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0136.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0137.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0138.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0139.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0140.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0141.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0142.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0143.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0144.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0145.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0146.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0147.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0148.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0149.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0150.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0151.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0152.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0153.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0154.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0155.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0156.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0157.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0158.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0159.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0160.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0161.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0162.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0163.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0164.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0165.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0166.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0167.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0168.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0169.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0170.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0171.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
https://curation.library.t.u-tokyo.ac.jp/tmp/images/1879S_Shida_Rinzaburo_0172.jpg,5ad34ae0-0bf3-45ed-b354-a1bc6f38e124
